Province,District,Sector,Cell,Village
Northern Province,Gakenke,Janja,Gatwa,Kinoko
Northern Province,Gakenke,Janja,Gatwa,Murambi
Northern Province,Gakenke,Janja,Gatwa,Mwanza
Northern Province,Gakenke,Janja,Gatwa,Nyabushishiri
Northern Province,Gakenke,Janja,Gatwa,Nyagisozi
Northern Province,Gakenke,Janja,Karukungu,Buhimbi
Northern Province,Gakenke,Janja,Karukungu,Cyifuzo
Northern Province,Gakenke,Janja,Karukungu,Gitaba
Northern Province,Gakenke,Janja,Karukungu,Karama
Northern Province,Gakenke,Janja,Karukungu,Mugandu
Northern Province,Gakenke,Janja,Karukungu,Rugeshi
Northern Province,Gakenke,Janja,Karukungu,Rusasa
Northern Province,Gakenke,Janja,Karukungu,Rutake
Northern Province,Gakenke,Kamubuga,Kamubuga,Gasebeya
Northern Province,Gakenke,Kamubuga,Kamubuga,Gashishi
Northern Province,Gakenke,Kamubuga,Kamubuga,Gitwe
Northern Province,Gakenke,Kamubuga,Kamubuga,Kabuye
Northern Province,Gakenke,Kamubuga,Kamubuga,Kanshenge
Northern Province,Gakenke,Kamubuga,Kamubuga,Kanyirantege
Northern Province,Gakenke,Kamubuga,Kamubuga,Marira
Northern Province,Gakenke,Kamubuga,Kamubuga,Nyarungu
Northern Province,Gakenke,Kamubuga,Kamubuga,Raro
Northern Province,Gakenke,Kamubuga,Kamubuga,Rugari
Northern Province,Gakenke,Kamubuga,Kamubuga,Ruhehe
Northern Province,Gakenke,Kamubuga,Kamubuga,Runeka
Northern Province,Gakenke,Kamubuga,Kidomo,Bucyaba
Northern Province,Gakenke,Kamubuga,Kidomo,Bugogo
Northern Province,Gakenke,Kamubuga,Kidomo,Kidomo
Northern Province,Gakenke,Kamubuga,Kidomo,Kintobo
Northern Province,Gakenke,Kamubuga,Kidomo,Njugi
Northern Province,Gakenke,Kamubuga,Kidomo,Nyamusongati
Northern Province,Gakenke,Kamubuga,Kidomo,Rugeshi
Northern Province,Gakenke,Kamubuga,Kidomo,Rutagara
Northern Province,Gakenke,Kamubuga,Mbatabata,Buhinda
Northern Province,Gakenke,Kamubuga,Mbatabata,Gatare
Northern Province,Gakenke,Kamubuga,Mbatabata,Horero
Northern Province,Gakenke,Kamubuga,Mbatabata,Kabyaza
Northern Province,Gakenke,Kamubuga,Mbatabata,Karingorera
Northern Province,Gakenke,Kamubuga,Mbatabata,Mbatabata
Northern Province,Gakenke,Kamubuga,Mbatabata,Mwasha
Northern Province,Gakenke,Kamubuga,Mbatabata,Ryabirere
Northern Province,Gakenke,Kamubuga,Rukore,Kabutwa
Northern Province,Gakenke,Kamubuga,Rukore,Karangara
Northern Province,Gakenke,Kamubuga,Rukore,Kinyababa
Northern Province,Gakenke,Kamubuga,Rukore,Rungu
Northern Province,Gakenke,Kamubuga,Rukore,Rusasa
Northern Province,Gakenke,Kamubuga,Rukore,Rusumo
Northern Province,Gakenke,Kamubuga,Rukore,Rwata
Northern Province,Gakenke,Kamubuga,Rukore,Taba
Northern Province,Gakenke,Karambo,Kanyanza,Gatembe
Northern Province,Gakenke,Karambo,Kanyanza,Kabuhunu
Northern Province,Gakenke,Karambo,Kanyanza,Kabutare
Northern Province,Gakenke,Karambo,Kanyanza,Karambi
Northern Province,Gakenke,Karambo,Kanyanza,Karenge
Northern Province,Gakenke,Karambo,Kanyanza,Marembo
Northern Province,Gakenke,Karambo,Kanyanza,Nyiramisabike
Northern Province,Gakenke,Karambo,Karambo,Bataga
Northern Province,Gakenke,Karambo,Karambo,Bumbeja
Northern Province,Gakenke,Karambo,Karambo,Bushumba
Northern Province,Gakenke,Karambo,Karambo,Cyumba
Northern Province,Gakenke,Karambo,Karambo,Gasovu
Northern Province,Gakenke,Karambo,Karambo,Gatare
Northern Province,Gakenke,Karambo,Karambo,Gatorero
Northern Province,Gakenke,Karambo,Karambo,Gishingo
Northern Province,Gakenke,Karambo,Karambo,Kigarama
Northern Province,Gakenke,Karambo,Karambo,Mugamba
Northern Province,Gakenke,Karambo,Karambo,Nyiramuhimba
Northern Province,Gakenke,Karambo,Karambo,Rwamiko
Northern Province,Gakenke,Karambo,Karambo,Ryarurimbura
Northern Province,Gakenke,Karambo,Kirebe,Bukondo
Northern Province,Gakenke,Karambo,Kirebe,Bukunga
Northern Province,Gakenke,Karambo,Kirebe,Bukweto
Northern Province,Gakenke,Karambo,Kirebe,Kabuye
Northern Province,Gakenke,Karambo,Kirebe,Kavumu
Northern Province,Gakenke,Karambo,Kirebe,Mubuga
Northern Province,Gakenke,Karambo,Kirebe,Mwiyanike
Northern Province,Gakenke,Karambo,Kirebe,Nyabigugu
Northern Province,Gakenke,Kivuruga,Cyintare,Bigogwe
Northern Province,Gakenke,Kivuruga,Cyintare,Buhuga
Northern Province,Gakenke,Kivuruga,Cyintare,Cyintare
Northern Province,Gakenke,Kivuruga,Cyintare,Nyarubuye
Northern Province,Gakenke,Kivuruga,Gasiza,Bushoka
Northern Province,Gakenke,Kivuruga,Gasiza,Kabuhoma
Northern Province,Gakenke,Kivuruga,Gasiza,Kamwumba
Northern Province,Gakenke,Kivuruga,Gasiza,Nturo
Northern Province,Gakenke,Kivuruga,Gasiza,Nyarungu
Northern Province,Gakenke,Kivuruga,Rugimbu,Gasave
Northern Province,Gakenke,Kivuruga,Rugimbu,Karuhunge
Northern Province,Gakenke,Kivuruga,Rugimbu,Mugali
Northern Province,Gakenke,Kivuruga,Rugimbu,Rurambo
Northern Province,Gakenke,Kivuruga,Rugimbu,Rutamba
Northern Province,Gakenke,Kivuruga,Rugimbu,Rwamabare
Northern Province,Gakenke,Kivuruga,Ruhinga,Buranga
Northern Province,Gakenke,Kivuruga,Ruhinga,Kamomo
Northern Province,Gakenke,Kivuruga,Ruhinga,Kavumu
Northern Province,Gakenke,Kivuruga,Ruhinga,Kintarure
Northern Province,Gakenke,Kivuruga,Ruhinga,Munyege
Northern Province,Gakenke,Kivuruga,Ruhinga,Rugeshi
Northern Province,Gakenke,Kivuruga,Ruhinga,Rwakirari
Northern Province,Gakenke,Kivuruga,Sereri,Buhayo
Northern Province,Gakenke,Kivuruga,Sereri,Kabara
Northern Province,Gakenke,Kivuruga,Sereri,Kivuruga
Northern Province,Gakenke,Kivuruga,Sereri,Masoro
Northern Province,Gakenke,Kivuruga,Sereri,Musekera
Northern Province,Gakenke,Kivuruga,Sereri,Ngarama
Northern Province,Gakenke,Mataba,Buyange,Gabiro
Northern Province,Gakenke,Mataba,Buyange,Gashingiro
Northern Province,Gakenke,Mataba,Buyange,Kabeza
Northern Province,Gakenke,Mataba,Buyange,Kanamo
Northern Province,Gakenke,Mataba,Buyange,Karambi
Northern Province,Gakenke,Mataba,Buyange,Mubuga
Northern Province,Gakenke,Mataba,Buyange,Nyamiyaga
Northern Province,Gakenke,Mataba,Buyange,Rugendabari
Northern Province,Gakenke,Mataba,Buyange,Ryarugema
Northern Province,Gakenke,Mataba,Gikombe,Bugari
Northern Province,Gakenke,Mataba,Gikombe,Bweramana
Northern Province,Gakenke,Mataba,Gikombe,Gashyushya
Northern Province,Gakenke,Mataba,Gikombe,Gatovu
Northern Province,Gakenke,Mataba,Gikombe,Muhororo
Northern Province,Gakenke,Mataba,Gikombe,Munini
Northern Province,Gakenke,Mataba,Gikombe,Muyaga
Northern Province,Gakenke,Mataba,Gikombe,Nyangoma
Northern Province,Gakenke,Mataba,Gikombe,Ruganda
Northern Province,Gakenke,Mataba,Gikombe,Ruhanga
Northern Province,Gakenke,Mataba,Nyundo,Gihita
Northern Province,Gakenke,Mataba,Nyundo,Gitaba
Northern Province,Gakenke,Mataba,Nyundo,Kabuyora
Northern Province,Gakenke,Mataba,Nyundo,Kagando
Northern Province,Gakenke,Mataba,Nyundo,Karambi
Northern Province,Gakenke,Mataba,Nyundo,Mataba
Northern Province,Gakenke,Mataba,Nyundo,Mwanza
Northern Province,Gakenke,Mataba,Nyundo,Nkurazo
Northern Province,Gakenke,Minazi,Gasiho,Gahombo
Northern Province,Gakenke,Minazi,Gasiho,Gahunda
Northern Province,Gakenke,Minazi,Gasiho,Gasangwa
Northern Province,Gakenke,Minazi,Gasiho,Gihinga
Northern Province,Gakenke,Minazi,Gasiho,Kabarima
Northern Province,Gakenke,Minazi,Gasiho,Kigeyo
Northern Province,Gakenke,Minazi,Gasiho,Mbogo
Northern Province,Gakenke,Minazi,Munyana,Gihororo
Northern Province,Gakenke,Minazi,Munyana,Gitwa
Northern Province,Gakenke,Minazi,Munyana,Kanka
Northern Province,Gakenke,Minazi,Munyana,Kivuba
Northern Province,Gakenke,Minazi,Munyana,Nyabitare
Northern Province,Gakenke,Minazi,Murambi,Gisovu
Northern Province,Gakenke,Minazi,Murambi,Kabuga
Northern Province,Gakenke,Minazi,Murambi,Musave
Northern Province,Gakenke,Minazi,Murambi,Nyanza
Northern Province,Gakenke,Minazi,Murambi,Nyarubuye
Northern Province,Gakenke,Minazi,Raba,Bukonde
Northern Province,Gakenke,Minazi,Raba,Gaharo
Northern Province,Gakenke,Minazi,Raba,Gitaragwe
Northern Province,Gakenke,Minazi,Raba,Munihi
Northern Province,Gakenke,Minazi,Raba,Mutara
Northern Province,Gakenke,Minazi,Raba,Ndegamire
Northern Province,Gakenke,Minazi,Raba,Sarabuye
Northern Province,Gakenke,Mugunga,Gahinga,Cyinama
Northern Province,Gakenke,Mugunga,Gahinga,Giheta
Northern Province,Gakenke,Mugunga,Gahinga,Nyagahondo
Northern Province,Gakenke,Mugunga,Gahinga,Nyakagezi
Northern Province,Gakenke,Mugunga,Gahinga,Rwimpiri
Northern Province,Gakenke,Mugunga,Munyana,Cyarubayi
Northern Province,Gakenke,Mugunga,Munyana,Karambi
Northern Province,Gakenke,Mugunga,Munyana,Muhororo
Northern Province,Gakenke,Mugunga,Munyana,Nturo
Northern Province,Gakenke,Mugunga,Munyana,Rwezamenyo
Northern Province,Gakenke,Mugunga,Mutego,Kamasanze
Northern Province,Gakenke,Mugunga,Mutego,Kamunyana
Northern Province,Gakenke,Mugunga,Mutego,Karambo
Northern Province,Gakenke,Mugunga,Mutego,Nganzo
Northern Province,Gakenke,Mugunga,Mutego,Rutaraga
Northern Province,Gakenke,Mugunga,Nkomane,Kabuga
Northern Province,Gakenke,Mugunga,Nkomane,Kanaba
Northern Province,Gakenke,Mugunga,Nkomane,Nemba
Northern Province,Gakenke,Mugunga,Nkomane,Nyagasozi
Northern Province,Gakenke,Mugunga,Nkomane,Rusebeya
Northern Province,Gakenke,Mugunga,Rutabo,Gacemeri
Northern Province,Gakenke,Mugunga,Rutabo,Gasovu
Northern Province,Gakenke,Mugunga,Rutabo,Gatonde
Northern Province,Gakenke,Mugunga,Rutabo,Kabuhoro
Northern Province,Gakenke,Mugunga,Rutabo,Muhororo
Northern Province,Gakenke,Mugunga,Rutenderi,Kiraro
Northern Province,Gakenke,Mugunga,Rutenderi,Nyakazenga
Northern Province,Gakenke,Mugunga,Rutenderi,Nyundo
Northern Province,Gakenke,Mugunga,Rutenderi,Rubona
Northern Province,Gakenke,Mugunga,Rwamambe,Biraro
Northern Province,Gakenke,Mugunga,Rwamambe,Bushoka
Northern Province,Gakenke,Mugunga,Rwamambe,Gashubi
Northern Province,Gakenke,Mugunga,Rwamambe,Kabiganda
Northern Province,Gakenke,Mugunga,Rwamambe,Kanyinya
Northern Province,Gakenke,Muhondo,Busake,Busake
Northern Province,Gakenke,Muhondo,Busake,Gikikira
Northern Province,Gakenke,Muhondo,Busake,Kibirizi
Northern Province,Gakenke,Muhondo,Busake,Nyakabanda
Northern Province,Gakenke,Muhondo,Bwenda,Gahama
Northern Province,Gakenke,Muhondo,Bwenda,Gatare
Northern Province,Gakenke,Muhondo,Bwenda,Gitaba
Northern Province,Gakenke,Muhondo,Bwenda,Kimanama
Northern Province,Gakenke,Muhondo,Bwenda,Nketsi
Northern Province,Gakenke,Muhondo,Gasiza,Gahabwa
Northern Province,Gakenke,Muhondo,Gasiza,Gahinga
Northern Province,Gakenke,Muhondo,Gasiza,Gahondo
Northern Province,Gakenke,Muhondo,Gasiza,Gasiza
Northern Province,Gakenke,Muhondo,Gasiza,Kabeza
Northern Province,Gakenke,Muhondo,Gihinga,Base
Northern Province,Gakenke,Muhondo,Gihinga,Gihinga
Northern Province,Gakenke,Muhondo,Gihinga,Karehe
Northern Province,Gakenke,Muhondo,Gihinga,Samuduha
Northern Province,Gakenke,Muhondo,Gihinga,Taba
Northern Province,Gakenke,Muhondo,Huro,Cura
Northern Province,Gakenke,Muhondo,Huro,Gitwa
Northern Province,Gakenke,Muhondo,Huro,Huro
Northern Province,Gakenke,Muhondo,Huro,Kabuga
Northern Province,Gakenke,Muhondo,Huro,Rubona
Northern Province,Gakenke,Muhondo,Musagara,Akara
Northern Province,Gakenke,Muhondo,Musagara,Cyenda
Northern Province,Gakenke,Muhondo,Musagara,Giteme
Northern Province,Gakenke,Muhondo,Musagara,Karobagire
Northern Province,Gakenke,Muhondo,Musenyi,Buhinya
Northern Province,Gakenke,Muhondo,Musenyi,Gakuyu
Northern Province,Gakenke,Muhondo,Musenyi,Kigali
Northern Province,Gakenke,Muhondo,Musenyi,Musenyi
Northern Province,Gakenke,Muhondo,Ruganda,Gisozi
Northern Province,Gakenke,Muhondo,Ruganda,Kinyonzo
Northern Province,Gakenke,Muhondo,Ruganda,Mubuga
Northern Province,Gakenke,Muhondo,Ruganda,Ranzi
Northern Province,Gakenke,Muhondo,Ruganda,Ruganda
Northern Province,Gakenke,Muhondo,Rwinkuba,Cyimbogo
Northern Province,Gakenke,Muhondo,Rwinkuba,Kanyana
Northern Province,Gakenke,Muhondo,Rwinkuba,Ruhorobero
Northern Province,Gakenke,Muyongwe,Bumba,Bumba
Northern Province,Gakenke,Muyongwe,Bumba,Buzu
Northern Province,Gakenke,Muyongwe,Bumba,Gikoro
Northern Province,Gakenke,Muyongwe,Bumba,Gitovu
Northern Province,Gakenke,Muyongwe,Bumba,Gitwe
Northern Province,Gakenke,Muyongwe,Bumba,Mataba
Northern Province,Gakenke,Muyongwe,Bumba,Shiru
Northern Province,Gakenke,Muyongwe,Gisiza,Gitanda
Northern Province,Gakenke,Muyongwe,Gisiza,Kabingo
Northern Province,Gakenke,Muyongwe,Gisiza,Kiyebe
Northern Province,Gakenke,Muyongwe,Gisiza,Muramba
Northern Province,Gakenke,Muyongwe,Gisiza,Ruhoko
Northern Province,Gakenke,Muyongwe,Gisiza,Sanzare
Northern Province,Gakenke,Muyongwe,Karyango,Gikombe
Northern Province,Gakenke,Muyongwe,Karyango,Kibingo
Northern Province,Gakenke,Muyongwe,Karyango,Mahaha
Northern Province,Gakenke,Muyongwe,Karyango,Mugera
Northern Province,Gakenke,Muyongwe,Nganzo,Muhororo
Northern Province,Gakenke,Muyongwe,Nganzo,Nganzo
Northern Province,Gakenke,Muyongwe,Nganzo,Ngoma
Northern Province,Gakenke,Muyongwe,Nganzo,Nyarubuye
Northern Province,Gakenke,Muyongwe,Nganzo,Vugangoma
Northern Province,Gakenke,Muyongwe,Va,Bukwera
Northern Province,Gakenke,Muyongwe,Va,Businde
Northern Province,Gakenke,Muyongwe,Va,Gikombe
Northern Province,Gakenke,Muyongwe,Va,Mutoyi
Northern Province,Gakenke,Muyongwe,Va,Ranzi
Northern Province,Gakenke,Muzo,Kabatezi,Curugusi
Northern Province,Gakenke,Muzo,Kabatezi,Gasave
Northern Province,Gakenke,Muzo,Kabatezi,Gitabi
Northern Province,Gakenke,Muzo,Kabatezi,Kabatezi
Northern Province,Gakenke,Muzo,Kabatezi,Kasheshe
Northern Province,Gakenke,Muzo,Kabatezi,Runyinya
Northern Province,Gakenke,Muzo,Kabatezi,Rusororo
Northern Province,Gakenke,Muzo,Kiryamo,Akamagaju
Northern Province,Gakenke,Muzo,Kiryamo,Gahondo
Northern Province,Gakenke,Muzo,Kiryamo,Munyinya
Northern Province,Gakenke,Muzo,Kiryamo,Murambi
Northern Province,Gakenke,Muzo,Kiryamo,Rugarama
Northern Province,Gakenke,Muzo,Kiryamo,Rugege
Northern Province,Gakenke,Muzo,Kiryamo,Sezuku
Northern Province,Gakenke,Muzo,Mubuga,Butambwe
Northern Province,Gakenke,Muzo,Mubuga,Kanini
Northern Province,Gakenke,Muzo,Mubuga,Kavuza
Northern Province,Gakenke,Muzo,Mubuga,Mubuga
Northern Province,Gakenke,Muzo,Mubuga,Mwirika
Northern Province,Gakenke,Muzo,Mubuga,Mwurire
Northern Province,Gakenke,Muzo,Mwiyando,Gitabi
Northern Province,Gakenke,Muzo,Mwiyando,Gitoke
Northern Province,Gakenke,Muzo,Mwiyando,Kagano
Northern Province,Gakenke,Muzo,Mwiyando,Muguguri
Northern Province,Gakenke,Muzo,Mwiyando,Nyagasozi
Northern Province,Gakenke,Muzo,Mwiyando,Rubayo
Northern Province,Gakenke,Muzo,Mwiyando,Ruhondo
Northern Province,Gakenke,Muzo,Rwa,Bitaba
Northern Province,Gakenke,Muzo,Rwa,Cyinturo
Northern Province,Gakenke,Muzo,Rwa,Gacaca
Northern Province,Gakenke,Muzo,Rwa,Gihororo
Northern Province,Gakenke,Muzo,Rwa,Kabere
Northern Province,Gakenke,Muzo,Rwa,Mafubo
Northern Province,Gakenke,Muzo,Rwa,Nyagahondo
Northern Province,Gakenke,Muzo,Rwa,Nyarubande
Northern Province,Gakenke,Nemba,Buranga,Buranga
Northern Province,Gakenke,Nemba,Buranga,Burego
Northern Province,Gakenke,Nemba,Buranga,Butare
Northern Province,Gakenke,Nemba,Buranga,Kanyansyo
Northern Province,Gakenke,Nemba,Buranga,Muganwa
Northern Province,Gakenke,Nemba,Buranga,Mukaka
Northern Province,Gakenke,Nemba,Buranga,Rukoji
Northern Province,Gakenke,Nemba,Gahinga,Bitare
Northern Province,Gakenke,Nemba,Gahinga,Bukurura
Northern Province,Gakenke,Nemba,Gahinga,Kabaya
Northern Province,Gakenke,Nemba,Gahinga,Kilimbi
Northern Province,Gakenke,Nemba,Gisozi,Gisagara
Northern Province,Gakenke,Nemba,Gisozi,Kabushara
Northern Province,Gakenke,Nemba,Gisozi,Kamatete
Northern Province,Gakenke,Nemba,Gisozi,Kanama
Northern Province,Gakenke,Nemba,Gisozi,Kanunga
Northern Province,Gakenke,Nemba,Gisozi,Kanzoka
Northern Province,Gakenke,Nemba,Gisozi,Karukara
Northern Province,Gakenke,Nemba,Gisozi,Kirehe
Northern Province,Gakenke,Nemba,Gisozi,Mushubi
Northern Province,Gakenke,Nemba,Gisozi,Nyamyumba
Northern Province,Gakenke,Nemba,Mucaca,Cyahafi
Northern Province,Gakenke,Nemba,Mucaca,Gatare
Northern Province,Gakenke,Nemba,Mucaca,Kabingo
Northern Province,Gakenke,Nemba,Mucaca,Kabuye
Northern Province,Gakenke,Nemba,Mucaca,Kamuvunyi
Northern Province,Gakenke,Nemba,Mucaca,Kiruhura
Northern Province,Gakenke,Nemba,Mucaca,Kiryamo
Northern Province,Gakenke,Nemba,Mucaca,Munyege
Northern Province,Gakenke,Nemba,Mucaca,Musange
Northern Province,Gakenke,Nemba,Mucaca,Ntakabavu
Northern Province,Gakenke,Nemba,Mucaca,Nyamiyaga
Northern Province,Gakenke,Ruli,Busoro,Congoli
Northern Province,Gakenke,Ruli,Busoro,Cyoganyoni
Northern Province,Gakenke,Ruli,Busoro,Gitaba
Northern Province,Gakenke,Ruli,Busoro,Kabare
Northern Province,Gakenke,Ruli,Busoro,Kibirizi
Northern Province,Gakenke,Ruli,Busoro,Nkoto
Northern Province,Gakenke,Ruli,Busoro,Rugaragara
Northern Province,Gakenke,Ruli,Gikingo,Bushoka
Northern Province,Gakenke,Ruli,Gikingo,Gatwa
Northern Province,Gakenke,Ruli,Gikingo,Kabingo
Northern Province,Gakenke,Ruli,Gikingo,Karango
Northern Province,Gakenke,Ruli,Gikingo,Nyamugari
Northern Province,Gakenke,Ruli,Gikingo,Rumasa
Northern Province,Gakenke,Ruli,Jango,Gatagara
Northern Province,Gakenke,Ruli,Jango,Gihura
Northern Province,Gakenke,Ruli,Jango,Gitonde
Northern Province,Gakenke,Ruli,Jango,Kinyonzo
Northern Province,Gakenke,Ruli,Jango,Mubuga
Northern Province,Gakenke,Ruli,Jango,Murehe
Northern Province,Gakenke,Ruli,Ruli,Bariza
Northern Province,Gakenke,Ruli,Ruli,Gahondo
Northern Province,Gakenke,Ruli,Ruli,Gataba
Northern Province,Gakenke,Ruli,Ruli,Mugambazi
Northern Province,Gakenke,Ruli,Ruli,Ngayake
Northern Province,Gakenke,Ruli,Ruli,Nyakarambi
Northern Province,Gakenke,Ruli,Rwesero,Gatare
Northern Province,Gakenke,Ruli,Rwesero,Gisizi
Northern Province,Gakenke,Ruli,Rwesero,Mabago
Northern Province,Gakenke,Ruli,Rwesero,Mugwato
Northern Province,Gakenke,Ruli,Rwesero,Nyarunyinya
Northern Province,Gakenke,Rusasa,Gataba,Bumonyo A
Northern Province,Gakenke,Rusasa,Gataba,Gahama
Northern Province,Gakenke,Rusasa,Gataba,Gataba
Northern Province,Gakenke,Rusasa,Gataba,Kebero
Northern Province,Gakenke,Rusasa,Gataba,Kibaya
Northern Province,Gakenke,Rusasa,Kamonyi,Burinda
Northern Province,Gakenke,Rusasa,Kamonyi,Gakindo
Northern Province,Gakenke,Rusasa,Kamonyi,Gapfura
Northern Province,Gakenke,Rusasa,Kamonyi,Gitwe
Northern Province,Gakenke,Rusasa,Kamonyi,Kidomo
Northern Province,Gakenke,Rusasa,Kamonyi,Nyagahama
Northern Province,Gakenke,Rusasa,Kamonyi,Rurambi
Northern Province,Gakenke,Rusasa,Murambi,Buharabuye
Northern Province,Gakenke,Rusasa,Murambi,Karuhunge
Northern Province,Gakenke,Rusasa,Murambi,Kirehe
Northern Province,Gakenke,Rusasa,Murambi,Nyange
Northern Province,Gakenke,Rusasa,Nyundo,Bukingo
Northern Province,Gakenke,Rusasa,Nyundo,Bumonyo B
Northern Province,Gakenke,Rusasa,Nyundo,Gisovu
Northern Province,Gakenke,Rusasa,Nyundo,Nyundo
Northern Province,Gakenke,Rusasa,Nyundo,Tane
Northern Province,Gakenke,Rusasa,Rumbi,Bukiza
Northern Province,Gakenke,Rusasa,Rumbi,Buyora
Northern Province,Gakenke,Rusasa,Rumbi,Bwanamo
Northern Province,Gakenke,Rusasa,Rumbi,Ninda
Northern Province,Gakenke,Rusasa,Rurembo,Bushoka
Northern Province,Gakenke,Rusasa,Rurembo,Mazinga
Northern Province,Gakenke,Rusasa,Rurembo,Murori
Northern Province,Gakenke,Rusasa,Rurembo,Nyakabungo
Northern Province,Gakenke,Rusasa,Rurembo,Rugamba
Northern Province,Gakenke,Rushashi,Burimba,Kabuye
Northern Province,Gakenke,Rushashi,Burimba,Kara
Northern Province,Gakenke,Rushashi,Burimba,Kivumu
Northern Province,Gakenke,Rushashi,Busanane,Gisenyi
Northern Province,Gakenke,Rushashi,Busanane,Gisiza
Northern Province,Gakenke,Rushashi,Busanane,Kanzuki
Northern Province,Gakenke,Rushashi,Busanane,Nyakagezi
Northern Province,Gakenke,Rushashi,Joma,Kineza
Northern Province,Gakenke,Rushashi,Joma,Mataba
Northern Province,Gakenke,Rushashi,Joma,Mwifuzo
Northern Province,Gakenke,Rushashi,Joma,Nyagasozi
Northern Province,Gakenke,Rushashi,Joma,Rugarama
Northern Province,Gakenke,Rushashi,Kageyo,Kabeza
Northern Province,Gakenke,Rushashi,Kageyo,Kabona
Northern Province,Gakenke,Rushashi,Kageyo,Karambi
Northern Province,Gakenke,Rushashi,Kageyo,Murambi
Northern Province,Gakenke,Rushashi,Kageyo,Nganzo
Northern Province,Gakenke,Rushashi,Mbogo,Bushoka
Northern Province,Gakenke,Rushashi,Mbogo,Buzoza
Northern Province,Gakenke,Rushashi,Mbogo,Gisanze
Northern Province,Gakenke,Rushashi,Mbogo,Gitongo
Northern Province,Gakenke,Rushashi,Mbogo,Nyabitare
Northern Province,Gakenke,Rushashi,Razi,Gahinga
Northern Province,Gakenke,Rushashi,Razi,Gikongoro
Northern Province,Gakenke,Rushashi,Razi,Kirwa
Northern Province,Gakenke,Rushashi,Razi,Nkoto
Northern Province,Gakenke,Rushashi,Razi,Nyangoyi
Northern Province,Gakenke,Rushashi,Rwankuba,Giheta
Northern Province,Gakenke,Rushashi,Rwankuba,Karushashi
Northern Province,Gakenke,Rushashi,Rwankuba,Ngambi
Northern Province,Gakenke,Rushashi,Rwankuba,Ruganda
Northern Province,Gakenke,Rushashi,Rwankuba,Rwamabega
Northern Province,Gakenke,Rushashi,Shyombwe,Gatare
Northern Province,Gakenke,Rushashi,Shyombwe,Gatwa
Northern Province,Gakenke,Rushashi,Shyombwe,Gihororo
Northern Province,Gakenke,Rushashi,Shyombwe,Murara
Northern Province,Gicumbi,Bukure,Karenge,Gasharu
Northern Province,Gicumbi,Bukure,Karenge,Kabuga
Northern Province,Gicumbi,Bukure,Karenge,Kagarama
Northern Province,Gicumbi,Bukure,Karenge,Karenge
Northern Province,Gicumbi,Bukure,Karenge,Muguruka
Northern Province,Gicumbi,Bukure,Karenge,Nyarutovu
Northern Province,Gicumbi,Bukure,Karenge,Rebero
Northern Province,Gicumbi,Bukure,Kigabiro,Gabiro
Northern Province,Gicumbi,Bukure,Kigabiro,Kanyogote
Northern Province,Gicumbi,Bukure,Kigabiro,Rugogwe
Northern Province,Gicumbi,Bukure,Kigabiro,Rurama
Northern Province,Gicumbi,Bukure,Kigabiro,Rwarenga
Northern Province,Gicumbi,Bukure,Kivumu,Butare
Northern Province,Gicumbi,Bukure,Kivumu,Karambo
Northern Province,Gicumbi,Bukure,Kivumu,Karushya
Northern Province,Gicumbi,Bukure,Kivumu,Kivugiza
Northern Province,Gicumbi,Bukure,Kivumu,Kivumu
Northern Province,Gicumbi,Bukure,Kivumu,Ruyange
Northern Province,Gicumbi,Bukure,Rwesero,Gicaca
Northern Province,Gicumbi,Bukure,Rwesero,Karagari
Northern Province,Gicumbi,Bukure,Rwesero,Mugorore
Northern Province,Gicumbi,Bukure,Rwesero,Ntarama
Northern Province,Gicumbi,Bukure,Rwesero,Nyarubira
Northern Province,Gicumbi,Bwisige,Bwisige,Kabuye
Northern Province,Gicumbi,Bwisige,Bwisige,Kavuruga
Northern Province,Gicumbi,Bwisige,Bwisige,Kidandali
Northern Province,Gicumbi,Bwisige,Bwisige,Ndoha
Northern Province,Gicumbi,Bwisige,Bwisige,Nyakabungo
Northern Province,Gicumbi,Bwisige,Bwisige,Nyarubuye
Northern Province,Gicumbi,Bwisige,Bwisige,Nyarwina
Northern Province,Gicumbi,Bwisige,Bwisige,Rutoma
Northern Province,Gicumbi,Bwisige,Bwisige,Rwarurema
Northern Province,Gicumbi,Bwisige,Gihuke,Cyamukanya
Northern Province,Gicumbi,Bwisige,Gihuke,Kumana
Northern Province,Gicumbi,Bwisige,Gihuke,Kumunini
Northern Province,Gicumbi,Bwisige,Gihuke,Kuwindenge
Northern Province,Gicumbi,Bwisige,Gihuke,Muneke
Northern Province,Gicumbi,Bwisige,Gihuke,Murehe
Northern Province,Gicumbi,Bwisige,Gihuke,Nyagakizi
Northern Province,Gicumbi,Bwisige,Gihuke,Nyakagera
Northern Province,Gicumbi,Bwisige,Gihuke,Nyamugari
Northern Province,Gicumbi,Bwisige,Gihuke,Rurenge
Northern Province,Gicumbi,Bwisige,Mukono,Akavuza
Northern Province,Gicumbi,Bwisige,Mukono,Murambi
Northern Province,Gicumbi,Bwisige,Mukono,Nyarumba
Northern Province,Gicumbi,Bwisige,Mukono,Nyirantungu
Northern Province,Gicumbi,Bwisige,Mukono,Rwebisheke
Northern Province,Gicumbi,Bwisige,Mukono,Rwondo
Northern Province,Gicumbi,Bwisige,Mukono,Ryakirayi
Northern Province,Gicumbi,Bwisige,Nyabushingitwa,Gahondo
